OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
9835,6663,Fontanile Muggiasca,settlement,Roman Period,-300,500,12.140380188260000,41.984494343030001,A,0.037472226520000,D,"Enei 2001, 139",141,9834
9836,6664,Pian Cerese,settlement,Archaic Period,-600,-500,12.147799697609999,41.995476157390002,A,0.240818971760000,D,"Enei 2001, 139",142,9835
9837,6664,Pian Cerese,settlement,Imperial Period,0,300,12.147799697609999,41.995476157390002,A,0.240818971760000,D,"Enei 2001, 139",142,9836
9838,6665,Piano Sanguinara,settlement,Archaic Period,-700,-500,12.117698209420000,41.967738453389998,A,0.113387220700000,D,"Enei 2001, 144",148,9837
9839,6666,Piano Sanguinara,settlement,Imperial Period,100,400,12.113802078359999,41.967092866359998,A,0.212917280420000,B,"Enei 2001, 144",149,9838
9840,6667,Poggio,settlement,Archaic Period,-600,-400,12.118749339830000,41.970925518519998,A,0.053319466950000,B,"Enei 2001, 144",152,9839
9841,6668,La Sentinella,settlement,Archaic Period,-600,-500,12.125417388100001,41.971600566310002,A,0.469089223790000,D,"Enei 2001, 145",153,9840
9842,6668,La Sentinella,settlement,Republican Period,-200,-30,12.125417388100001,41.971600566310002,A,0.469089223790000,D,"Enei 2001, 145",153,9841
9843,6668,La Sentinella,settlement,Imperial Period,-30,200,12.125417388100001,41.971600566310002,A,0.469089223790000,D,"Enei 2001, 145",153,9842
9844,6669,Statua,settlement,Imperial Period,-30,500,12.153837101170000,41.935663873730000,A,3.056832139490000,D,"Enei 2001, 145",157,9843
9845,6670,Ponte del Lupo,settlement,Etruscan Period,-700,-300,12.138760851630000,41.934390188940000,A,0.839456416050000,D,"Enei 2001, 155",159,9844
9846,6671,Grottoni,settlement,Imperial Period,100,600,12.146277036440001,41.933252486070003,A,0.146082526410000,D,"Enei 2001, 155",160,9845
9847,6672,Ponte del Lupo,settlement,Archaic Period,-600,-500,12.133883266720000,41.932933803979999,A,0.648118831540000,D,"Enei 2001, 156",166,9846
9848,6672,Ponte del Lupo,settlement,Republican Period,-200,-30,12.133883266720000,41.932933803979999,A,0.648118831540000,D,"Enei 2001, 156",166,9847
9849,6672,Ponte del Lupo,settlement,Imperial Period,-30,300,12.133883266720000,41.932933803979999,A,0.648118831540000,D,"Enei 2001, 156",166,9848
9850,6673,Ponte del Lupo,settlement,Archaic Period,-600,-500,12.131653624460000,41.931978453399999,A,0.875745117000000,B,"Enei 2001, 156",167,9849
9851,6674,S. Nicola,settlement,Etruscan Period,-700,-300,12.129221136909999,41.930863833159997,A,0.059746886840000,D,"Enei 2001, 157",169,9850
9852,6674,S. Nicola,settlement,Imperial Period,-300,500,12.129221136909999,41.930863833159997,A,0.059746886840000,D,"Enei 2001, 157",169,9851
9853,6675,S. Nicola,settlement,Republican Period,-300,-30,12.127799690060000,41.929600128670003,A,0.097718789210000,D,"Enei 2001, 157",170,9852
9854,6675,S. Nicola,settlement,Imperial Period,-30,300,12.127799690060000,41.929600128670003,A,0.097718789210000,D,"Enei 2001, 157",170,9853
9855,6676,S. Nicola,settlement,Archaic Period,-600,-500,12.133890644439999,41.931602725570002,A,0.062058544020000,B,"Enei 2001, 157",171,9854
9856,6677,fosso Cupino,settlement,Republican Period,-400,-200,12.129607304069999,41.928559015870000,A,0.050884896710000,D,"Enei 2001, 157",173,9855
9857,6677,fosso Cupino,settlement,Imperial Period,0,200,12.129607304069999,41.928559015870000,A,0.050884896710000,D,"Enei 2001, 157",173,9856
9858,6678,Quarticciolo,settlement,Archaic Period,-600,-500,12.136310467230000,41.926550711479997,A,0.078260258310000,D,"Enei 2001, 157",175,9857
9859,6678,Quarticciolo,settlement,Imperial Period,0,200,12.136310467230000,41.926550711479997,A,0.078260258310000,D,"Enei 2001, 157",175,9858
9860,6679,Quarticciolo,settlement,Republican Period,-200,-30,12.145609226600000,41.927873996010000,A,0.079414331140000,D,"Enei 2001, 157",176,9859
9861,6679,Quarticciolo,settlement,Imperial Period,-30,300,12.145609226600000,41.927873996010000,A,0.079414331140000,D,"Enei 2001, 157",176,9860
9862,6680,Quarticciolo,settlement,Imperial Period,0,200,12.141836460009999,41.920713262779998,A,0.156549910970000,B,"Enei 2001, 158",178,9861
9863,6681,S. Nicola,settlement,Bronze Age,-2300,-1000,12.118881408060000,41.929574890749997,A,0.042064969550000,D,"Enei 2001, 158",179,9862
9864,6681,S. Nicola,settlement,Archaic Period,-600,-500,12.118881408060000,41.929574890749997,A,0.042064969550000,D,"Enei 2001, 158",179,9863
9865,6682,S. Nicola,settlement,Archaic Period,-600,-500,12.112807340240000,41.931485645530003,A,0.066104619190000,D,"Enei 2001, 158",180,9864
9866,6682,S. Nicola,settlement,Imperial Period,300,500,12.112807340240000,41.931485645530003,A,0.066104619190000,D,"Enei 2001, 158",180,9865
9867,6683,S. Nicola,settlement,Archaic Period,-600,-500,12.111130589040000,41.932079744379998,A,0.061477943770000,B,"Enei 2001, 158",181,9866
9868,6684,Palo,settlement,Archaic Period,-600,-500,12.108511789050000,41.933259897660001,A,0.131574970710000,D,"Enei 2001, 159",184,9867
9869,6684,Palo,settlement,Imperial Period,0,200,12.108511789050000,41.933259897660001,A,0.131574970710000,D,"Enei 2001, 159",184,9868
9870,6685,Parco di Palo,settlement,Archaic Period,-700,-500,12.106780240970000,41.934595809830000,A,0.058485948020000,B,"Enei 2001, 159",185,9869
9871,6686,Parco di Palo,settlement,Archaic Period,-700,-500,12.106691414180000,41.935726457149997,A,0.033818523670000,B,"Enei 2001, 159",186,9870
9872,6687,Parco di Palo,settlement,Archaic Period,-600,-500,12.107630288839999,41.936025365010003,A,0.047644204740000,B,"Enei 2001, 159",187,9871
9873,6688,Parco di Palo,settlement,Archaic Period,-600,-400,12.091501738160000,41.937047488840001,A,0.253720759280000,B,"Enei 2001, 159",188,9872
9874,6689,Parco di Palo,settlement,Imperial Period,100,300,12.093440182800000,41.936187756949998,A,0.030204574320000,B,"Enei 2001, 160",190,9873
9875,6690,Fosso Sanguinara,settlement (villa),Imperial Period,0,300,12.085707598640001,41.943070561710002,A,5.610522813190000,B,"Enei 2001, 160",192,9874
9876,6691,Cava di Pietra,settlement,Imperial Period,0,200,12.132781111270001,41.937122120680002,A,0.066624310140000,D,"Enei 2001, 166",195,9875
9877,6691,Cava di Pietra,settlement,Archaic Period,-600,-500,12.132781111270001,41.937122120680002,A,0.066624310140000,D,"Enei 2001, 166",195,9876
9878,6692,S. Nicola,settlement (villa),Republican Period,-100,-30,12.125519354030001,41.928075789639998,A,9.783106706950001,D,"Enei 2001, 166",196,9877
9879,6692,S. Nicola,settlement (villa),Imperial Period,-30,600,12.125519354030001,41.928075789639998,A,9.783106706950001,D,"Enei 2001, 166",196,9878
9880,6693,Palo (Alsium),settlement,Republican Period,-250,-30,12.101742240040000,41.933545978540003,A,4.897922382960000,D,"Enei 2001, 168",197,9879
9881,6693,Palo (Alsium),settlement,Imperial Period,-30,550,12.101742240040000,41.933545978540003,A,4.897922382960000,D,"Enei 2001, 168",197,9880
9882,6694,Infernaccio,settlement,Archaic Period,-600,-500,12.085642972140000,41.980263098549997,A,0.023860857910000,B,"Enei 2001, 186",198,9881
9883,6695,Pian Cerese,settlement,Archaic Period,-600,-500,12.143364291570000,41.995710056160000,A,0.092518025360000,D,"Enei 2001, 186",200,9882
9884,6695,Pian Cerese,settlement,Republican Period,-200,-30,12.143364291570000,41.995710056160000,A,0.092518025360000,D,"Enei 2001, 186",200,9883
9885,6695,Pian Cerese,settlement,Imperial Period,-30,300,12.143364291570000,41.995710056160000,A,0.092518025360000,D,"Enei 2001, 186",200,9884
9886,6696,Cervaro,settlement,Imperial Period,0,300,12.165583952840000,41.999644773880000,A,0.094432096080000,B,"Enei 2001, 187",203,9885
9887,6697,Le Fornaci,settlement,Archaic Period,-600,-500,12.162009423690000,41.999665273989997,A,0.034907020470000,B,"Enei 2001, 187",204,9886
9888,6698,Cervaro,settlement,Imperial Period,0,500,12.168785808130000,41.997183689259998,A,0.058087131470000,D,"Enei 2001, 187",205,9887
9889,6699,Le Fornaci,settlement (villa),Imperial Period,0,500,12.157313328480001,41.993859393629997,A,0.907550189440000,D,"Enei 2001, 189",207,9888
9890,6700,Cervaro,settlement,Etruscan Period,-600,-300,12.164446277080000,41.995085726100001,A,0.091560121480000,D,"Enei 2001, 191",209,9889
9891,6700,Cervaro,settlement,Imperial Period,0,100,12.164446277080000,41.995085726100001,A,0.091560121480000,D,"Enei 2001, 191",209,9890
9892,6701,Il Pigno,settlement,Archaic Period,-600,-500,12.158028737490000,41.991343047599997,A,0.055211458380000,B,"Enei 2001, 192",211,9891
9893,6702,S. Sebastiano,settlement,Archaic Period,-600,-500,12.154467596770001,41.989554270020001,A,0.080031897470000,B,"Enei 2001, 192",212,9892
9894,6703,S. Martino,settlement,Republican Period,-200,-30,12.158741056680000,41.983979265499997,A,3.973057448590000,D,"Enei 2001, 192",215,9893
9895,6703,S. Martino,settlement,Imperial Period,-30,500,12.158741056680000,41.983979265499997,A,3.973057448590000,D,"Enei 2001, 192",215,9894
9896,6704,S. Martino,settlement,Archaic Period,-600,-500,12.161692286319999,41.981824738519997,A,0.043104838230000,B,"Enei 2001, 193",216,9895
9897,6705,S. Sebastiano,settlement,Archaic Period,-600,-500,12.152811250919999,41.988024556219997,A,0.054062504020000,B,"Enei 2001, 193",217,9896
9898,6706,S. Sebastiano,settlement,Archaic Period,-600,-500,12.152184629490000,41.992390175650002,A,0.322599267160000,D,"Enei 2001, 195",219,9897
9899,6706,S. Sebastiano,settlement,Republican Period,-300,-100,12.152184629490000,41.992390175650002,A,0.322599267160000,D,"Enei 2001, 195",219,9898
9900,6706,S. Sebastiano,settlement,Imperial Period,100,300,12.152184629490000,41.992390175650002,A,0.322599267160000,D,"Enei 2001, 195",219,9899
9901,6707,Migliorie di S. Paolo,settlement,Archaic Period,-600,-500,12.109591092680001,41.976292021799999,A,0.071978156710000,B,"Enei 2001, 196",221,9900
9902,6708,Casale Caraffa,settlement,Archaic Period,-600,-500,12.106136561480000,41.974167878769997,A,0.078719016960000,B,"Enei 2001, 196",223,9901
9903,6709,Casale Caraffa,settlement,Archaic Period,-600,-500,12.103074329469999,41.972412015080003,A,0.056155151090000,B,"Enei 2001, 196",224,9902
9904,6710,Casale Caraffa,settlement,Archaic Period,-600,-500,12.103572143950000,41.971574859260002,A,0.056155909910000,B,"Enei 2001, 196",225,9903
9905,6711,Casale Caraffa,settlement,Etruscan Period,-600,-300,12.107132196089999,41.970659628829999,A,0.136089242410000,D,"Enei 2001, 196",226,9904
9906,6711,Casale Caraffa,settlement,Republican Period,-300,-30,12.107132196089999,41.970659628829999,A,0.136089242410000,D,"Enei 2001, 196",226,9905
9907,6711,Casale Caraffa,settlement,Imperial Period,-30,300,12.107132196089999,41.970659628829999,A,0.136089242410000,D,"Enei 2001, 196",226,9906
9908,6712,S. Felice,settlement,Etruscan Period,-600,-300,12.173553011579999,41.997394591960003,A,0.050008710780000,D,"Enei 2001, 197",231,9907
9909,6712,S. Felice,settlement,Republican Period,-300,-30,12.173553011579999,41.997394591960003,A,0.050008710780000,D,"Enei 2001, 197",231,9908
9910,6712,S. Felice,settlement,Imperial Period,-30,400,12.173553011579999,41.997394591960003,A,0.050008710780000,D,"Enei 2001, 197",231,9909
9911,6713,Cervaro,settlement,Republican Period,-300,-30,12.166544943940000,41.996079945539996,A,0.192924718460000,D,"Enei 2001, 197",232,9910
9912,6713,Cervaro,settlement,Republican Period,-30,300,12.166544943940000,41.996079945539996,A,0.192924718460000,D,"Enei 2001, 197",232,9911
9913,6714,Cervaro,settlement,Archaic Period,-600,-500,12.171218483750000,41.993701112010001,A,0.071559000760000,D,"Enei 2001, 197",233,9912
9914,6714,Cervaro,settlement,Republican Period,-300,-100,12.171218483750000,41.993701112010001,A,0.071559000760000,D,"Enei 2001, 197",233,9913
9915,6714,Cervaro,settlement,Imperial Period,300,400,12.171218483750000,41.993701112010001,A,0.071559000760000,D,"Enei 2001, 197",233,9914
9916,6715,Cervaro,settlement,Archaic Period,-700,-500,12.168873301250001,41.993209646330001,A,0.063480553590000,D,"Enei 2001, 197",234,9915
9917,6715,Cervaro,settlement,Imperial Period,0,300,12.168873301250001,41.993209646330001,A,0.063480553590000,D,"Enei 2001, 197",234,9916
9918,6716,Cervaro,settlement,Archaic Period,-600,-500,12.168086390779999,41.992707645439999,A,0.055017314010000,B,"Enei 2001, 197",235,9917
9919,6717,S. Felice,settlement,Archaic Period,-600,-500,12.174896928320001,41.992450856460003,A,0.115037972130000,B,"Enei 2001, 197",236,9918
9920,6718,Casalone di Ceri,settlement,Archaic Period,-600,-500,12.166952968140000,41.989367684990000,A,0.076185684260000,D,"Enei 2001, 197",238,9919
9921,6718,Casalone di Ceri,settlement,Imperial Period,0,100,12.166952968140000,41.989367684990000,A,0.076185684260000,D,"Enei 2001, 197",238,9920
9922,6719,Procoio di Ceri,settlement,Etruscan Period,-600,-300,12.133298905509999,41.971118002750003,A,0.077188839060000,D,"Enei 2001, 197",239,9921
9923,6719,Procoio di Ceri,settlement,Republican Period,-300,-100,12.133298905509999,41.971118002750003,A,0.077188839060000,D,"Enei 2001, 197",239,9922
9924,6720,Procoio di Ceri,settlement,Imperial Period,0,300,12.132374392899999,41.970712635890003,A,0.077189249080000,B,"Enei 2001, 197",240,9923
9925,6721,Piano Sanguinara,settlement,Archaic Period,-600,-500,12.119465565010000,41.965282807660003,A,0.078741931800000,B,"Enei 2001, 198",242,9924
9926,6722,Piano Sanguinara,settlement,Etruscan Period,-600,-300,12.120325382010000,41.965935273310002,A,0.146699736190000,D,"Enei 2001, 198",243,9925
9927,6722,Piano Sanguinara,settlement,Republican Period,-300,-200,12.120325382010000,41.965935273310002,A,0.146699736190000,D,"Enei 2001, 198",243,9926
9928,6723,Piano Sanguinara,settlement,Archaic Period,-600,-500,12.122054804950000,41.965731399850000,A,0.066612246290000,B,"Enei 2001, 198",244,9927
9929,6724,Quarto di Montelungo,settlement,Etruscan Period,-600,-300,12.179630402420001,41.996551882669998,A,0.063859378110000,D,"Enei 2001, 198",247,9928
9930,6724,Quarto di Montelungo,settlement,Republican Period,-300,-200,12.179630402420001,41.996551882669998,A,0.063859378110000,D,"Enei 2001, 198",247,9929
9931,6725,Quarto di Montelungo,settlement,Imperial Period,0,100,12.180607534960000,41.995932666690003,A,0.058090135310000,B,"Enei 2001, 198",248,9930
9932,6726,Quarto di Montelungo,settlement,Archaic Period,-700,-600,12.177645590050000,41.991908316729997,A,0.062329483140000,D,"Enei 2001, 198",249,9931
9933,6726,Quarto di Montelungo,settlement,Imperial Period,0,200,12.177645590050000,41.991908316729997,A,0.062329483140000,D,"Enei 2001, 198",249,9932
9934,6727,Quarto di Montelungo,settlement,Imperial Period,0,200,12.179330124030001,41.989502149460002,A,0.082535228510000,B,"Enei 2001, 198",250,9933
9935,6728,Casalone di Ceri,settlement,Republican Period,-200,-30,12.164914868529999,41.987398312400003,A,0.097931327160000,D,"Enei 2001, 198",251,9934
9936,6728,Casalone di Ceri,settlement,Imperial Period,-30,500,12.164914868529999,41.987398312400003,A,0.097931327160000,D,"Enei 2001, 198",251,9935
9937,6729,Casalone di Ceri,settlement,Archaic Period,-600,-500,12.164912944710000,41.985572794520003,A,0.060609292150000,D,"Enei 2001, 198",252,9936
9938,6729,Casalone di Ceri,settlement,Roman Period,-300,500,12.164912944710000,41.985572794520003,A,0.060609292150000,D,"Enei 2001, 198",252,9937
9939,6730,Casalone di Ceri,settlement,Archaic Period,-600,-500,12.169279811390000,41.984042670740003,A,0.084857459150000,D,"Enei 2001, 199",254,9938
9940,6730,Casalone di Ceri,settlement,Imperial Period,0,200,12.169279811390000,41.984042670740003,A,0.084857459150000,D,"Enei 2001, 199",254,9939
9941,6731,Casalone di Ceri,settlement,Archaic Period,-600,-500,12.171643784550000,41.981657620260002,A,0.057538179200000,D,"Enei 2001, 199",255,9940
9942,6731,Casalone di Ceri,settlement,Republican Period,-300,-100,12.171643784550000,41.981657620260002,A,0.057538179200000,D,"Enei 2001, 199",255,9941
9943,6731,Casalone di Ceri,settlement,Imperial Period,100,200,12.171643784550000,41.981657620260002,A,0.057538179200000,D,"Enei 2001, 199",255,9942
9944,6732,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.166946872110000,41.979215041309999,A,0.044070847840000,D,"Enei 2001, 200",257,9943
9945,6732,Quarto del Cecio,settlement,Imperial Period,0,300,12.166946872110000,41.979215041309999,A,0.044070847840000,D,"Enei 2001, 200",257,9944
9946,6734,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.165372752660000,41.976391134140002,A,0.068516918050000,D,"Enei 2001, 200",259,9945
9947,6733,Quarto del Cecio,settlement,Archaic Period,-700,-500,12.166913607000000,41.977219415480000,A,0.068516150060000,B,"Enei 2001, 200",258,9946
9948,6734,Quarto del Cecio,settlement,Republican Period,-300,-100,12.165372752660000,41.976391134140002,A,0.068516918050000,D,"Enei 2001, 200",259,9947
9949,6735,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.164846792980001,41.974697217200003,A,0.065441784800000,B,"Enei 2001, 200",260,9948
9950,6736,Quarto del Cecio,settlement,Republican Period,-200,-30,12.168421505740000,41.973010536019999,A,0.058708442050000,D,"Enei 2001, 200",261,9949
9951,6736,Quarto del Cecio,settlement,Imperial Period,-30,500,12.168421505740000,41.973010536019999,A,0.058708442050000,D,"Enei 2001, 200",261,9950
9952,6737,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.169596792589999,41.972626150369997,A,0.046774890320000,D,"Enei 2001, 200",262,9951
9953,6737,Quarto del Cecio,settlement,Roman Period,-300,500,12.169596792589999,41.972626150369997,A,0.046774890320000,D,"Enei 2001, 200",262,9952
9954,6738,Piano Sanguinara,settlement,Archaic Period,-600,-500,12.123770694259999,41.966137964550001,A,0.046733948740000,B,"Enei 2001, 200",263,9953
9955,6739,Piano Sanguinara,settlement,Imperial Period,0,300,12.121791800490000,41.967094057490002,A,0.064395500280000,B,"Enei 2001, 200",264,9954
9956,6740,Quarto di Montelungo,settlement,Imperial Period,100,200,12.179602922060001,41.984699512070002,A,0.223975381590000,B,"Enei 2001, 200",266,9955
9957,6741,Quarto di Montelungo,settlement,Imperial Period,0,400,12.179506692049999,41.987408495700002,A,0.073882536780000,D,"Enei 2001, 200",267,9956
9958,6742,Casalone di Ceri,settlement,Archaic Period,-600,-500,12.170683433320001,41.986259974690000,A,0.099474692270000,D,"Enei 2001, 200",268,9957
9959,6742,Casalone di Ceri,settlement,Republican Period,-300,-200,12.170683433320001,41.986259974690000,A,0.099474692270000,D,"Enei 2001, 200",268,9958
9960,6742,Casalone di Ceri,settlement,Imperial Period,0,400,12.170683433320001,41.986259974690000,A,0.099474692270000,D,"Enei 2001, 200",268,9959
9961,6743,Quarto di Montelungo,settlement,Archaic Period,-600,-500,12.173390017790000,41.979969454950002,A,0.053692403800000,D,"Enei 2001, 201",269,9960
9962,6743,Quarto di Montelungo,settlement,Republican Period,-200,-30,12.173390017790000,41.979969454950002,A,0.053692403800000,D,"Enei 2001, 201",269,9961
9963,6743,Quarto di Montelungo,settlement,Imperial Period,-30,400,12.173390017790000,41.979969454950002,A,0.053692403800000,D,"Enei 2001, 201",269,9962
9964,6744,Quarto di Montelungo,settlement,Imperial Period,0,200,12.174709338220000,41.979931875239998,A,0.126629715500000,B,"Enei 2001, 201",270,9963
9965,6745,Quarto del Cecio,settlement,Imperial Period,0,200,12.176991510380001,41.968983836409997,A,0.072192238650000,B,"Enei 2001, 201",272,9964
9966,6746,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.177642768529999,41.973616675179997,A,1.031141775290000,D,"Enei 2001, 202",274,9965
9967,6746,Quarto del Cecio,settlement,Imperial Period,0,400,12.177642768529999,41.973616675179997,A,1.031141775290000,D,"Enei 2001, 202",274,9966
9968,6747,Quarto del Cecio,settlement,Imperial Period,0,300,12.169685752050000,41.975712765700003,A,0.084302182310000,B,"Enei 2001, 202",275,9967
9969,6748,S. Martino,settlement,Etruscan Period,-600,-300,12.161927716330000,41.981004066780002,A,0.060040437520000,D,"Enei 2001, 202",277,9968
9970,6748,S. Martino,settlement,Republican Period,-300,-30,12.161927716330000,41.981004066780002,A,0.060040437520000,D,"Enei 2001, 202",277,9969
9971,6748,S. Martino,settlement,Imperial Period,-30,100,12.161927716330000,41.981004066780002,A,0.060040437520000,D,"Enei 2001, 202",277,9970
9972,6749,S. Martino,settlement,Archaic Period,-600,-500,12.160440717320000,41.981120249770001,A,0.055806523420000,B,"Enei 2001, 202",278,9971
9973,6750,S. Martino,settlement,Archaic Period,-600,-500,12.161274857000000,41.978198579470003,A,0.042532342530000,B,"Enei 2001, 202",279,9972
9974,6751,Fontanile di S. Martino,settlement,Etruscan Period,-600,-300,12.158996873570000,41.977458226739998,A,0.133180954340000,D,"Enei 2001, 202",280,9973
9975,6751,Fontanile di S. Martino,settlement,Etruscan Period,-300,-200,12.158996873570000,41.977458226739998,A,0.133180954340000,D,"Enei 2001, 202",280,9974
9976,6752,S. Martino,settlement,Roman Period,-300,500,12.156028690679999,41.981442371219998,A,0.066581985900000,D,"Enei 2001, 202",282,9975
9977,6753,Quarto del Cecio,settlement,Archaic Period,-600,-400,12.172227475290001,41.965712068560002,A,0.321912403430000,D,"Enei 2001, 202",283,9976
9978,6753,Quarto del Cecio,settlement,Republican Period,-300,-30,12.172227475290001,41.965712068560002,A,0.321912403430000,D,"Enei 2001, 202",283,9977
9979,6753,Quarto del Cecio,settlement,Imperial Period,-30,200,12.172227475290001,41.965712068560002,A,0.321912403430000,D,"Enei 2001, 202",283,9978
9980,6754,Quarto del Cecio,settlement,Imperial Period,0,400,12.172328987020000,41.958052808730002,A,0.614706203420000,D,"Enei 2001, 203",284,9979
9981,6755,Quarto del Cecio,settlement,Roman Period,-300,500,12.170741019079999,41.955971067340002,A,0.066443406010000,D,"Enei 2001, 203",285,9980
9982,6756,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.170378905560000,41.958229562009997,A,0.059891109260000,D,"Enei 2001, 203",286,9981
9983,6756,Quarto del Cecio,settlement,Republican Period,-300,-100,12.170378905560000,41.958229562009997,A,0.059891109260000,D,"Enei 2001, 203",286,9982
9984,6757,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.167586798540000,41.955134017250003,A,0.088208025020000,B,"Enei 2001, 203",288,9983
9985,6758,Valle Canneto,settlement,Imperial Period,400,500,12.166140027879999,41.953364111630002,A,0.069915352300000,B,"Enei 2001, 203",290,9984
9986,6759,Valle Canneto,settlement,Imperial Period,0,400,12.162661392990000,41.953087742599998,A,0.241526892070000,D,"Enei 2001, 203",291,9985
9987,6760,Valle Canneto,settlement,Archaic Period,-600,-500,12.162143571290001,41.951734466540003,A,0.064910658400000,D,"Enei 2001, 203",292,9986
9988,6760,Valle Canneto,settlement,Republican Period,-300,-100,12.162143571290001,41.951734466540003,A,0.064910658400000,D,"Enei 2001, 203",292,9987
9989,6761,Valle Canneto,settlement,Archaic Period,-600,-400,12.163080177810000,41.951439672779998,A,0.069341475650000,B,"Enei 2001, 203",293,9988
9990,6762,Valle Canneto,settlement,Imperial Period,0,200,12.161196541540001,41.950743396450001,A,0.161222104390000,B,"Enei 2001, 203",294,9989
9991,6763,Valle Canneto,settlement,Archaic Period,-600,-500,12.162633354200000,41.947829011000003,A,0.049507652260000,B,"Enei 2001, 204",296,9990
9992,6482,Valle Canneto,settlement,Archaic Period,-600,-500,12.164572135140000,41.947736332680002,A,1.408952591640000,D,"Enei 2001, 204",298,9991
9993,6482,Valle Canneto,settlement (villa),Republican Period,-200,-30,12.164572135140000,41.947736332680002,A,1.408952591640000,D,"Enei 2001, 204",298,9992
9994,6482,Valle Canneto,settlement (villa),Imperial Period,-30,300,12.164572135140000,41.947736332680002,A,1.408952591640000,D,"Enei 2001, 204",298,9993
9995,6764,Valle Canneto,settlement,Archaic Period,-600,-500,12.166115465680001,41.946341370870002,A,0.056252777800000,B,"Enei 2001, 207",299,9994
9996,6765,Valle Canneto,settlement,Imperial Period,0,300,12.163547192190000,41.944923564539998,A,0.054713872670000,B,"Enei 2001, 207",300,9995
9997,6766,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.166942196590000,41.969958691579997,A,0.088167182710000,D,"Enei 2001, 207",301,9996
9998,6766,Quarto del Cecio,settlement,Imperial Period,100,200,12.166942196590000,41.969958691579997,A,0.088167182710000,D,"Enei 2001, 207",301,9997
9999,6767,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.166382353470000,41.965259252590002,A,0.107818387330000,D,"Enei 2001, 207",303,9998
10000,6767,Quarto del Cecio,settlement,Imperial Period,0,200,12.166382353470000,41.965259252590002,A,0.107818387330000,D,"Enei 2001, 207",303,9999
10001,6768,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.165813208479999,41.962325467239999,A,0.104747387800000,B,"Enei 2001, 207",304,10000
10002,6769,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.163910529960001,41.958293658490000,A,0.077607400970000,D,"Enei 2001, 207",305,10001
10003,6769,Quarto del Cecio,settlement,Imperial Period,100,300,12.163910529960001,41.958293658490000,A,0.077607400970000,D,"Enei 2001, 207",305,10002
10004,6770,Quarto del Cecio,settlement,Imperial Period,100,300,12.162700539870000,41.971824386510001,A,0.646389767560000,B,"Enei 2001, 207",306,10003
10005,6771,Quarto del Cecio,settlement,Republican Period,-200,-30,12.164003252270000,41.969898001019999,A,0.512446952520000,D,"Enei 2001, 207",307,10004
10006,6771,Quarto del Cecio,settlement,Imperial Period,-30,400,12.164003252270000,41.969898001019999,A,0.512446952520000,D,"Enei 2001, 207",307,10005
10007,6772,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.164275004069999,41.967793290979998,A,0.061027944790000,D,"Enei 2001, 208",309,10006
10008,6772,Quarto del Cecio,settlement,Republican Period,-300,-100,12.164275004069999,41.967793290979998,A,0.061027944790000,D,"Enei 2001, 208",309,10007
10009,6773,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.163487951970000,41.966219544099999,A,0.058528054720000,D,"Enei 2001, 208",310,10008
10010,6774,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.159904768190000,41.965164412729997,A,0.057374559030000,B,"Enei 2001, 208",311,10009
10011,6775,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.161133347820000,41.962568526029997,A,0.052180495880000,B,"Enei 2001, 208",312,10010
10012,6776,Quarto del Cecio,settlement,Middle Bronze Age,-1700,-1300,12.162289423590000,41.960648422509998,A,0.058730711540000,D,"Enei 2001, 208",313,10011
10013,6776,Quarto del Cecio,settlement,Archaic Period,-700,-500,12.162289423590000,41.960648422509998,A,0.058730711540000,D,"Enei 2001, 208",313,10012
10014,6777,Quarto del Cecio,settlement,Early Bronze Age,-2300,-1700,12.158813501799999,41.961389196360003,A,0.069512193230000,D,"Enei 2001, 208",314,10013
10015,6778,Quarto del Cecio,settlement,Republican Period,-200,-30,12.158251781730000,41.962509692289998,A,0.889569989540000,D,"Enei 2001, 208",315,10014
10016,6778,Quarto del Cecio,settlement,Imperial Period,-30,500,12.158251781730000,41.962509692289998,A,0.889569989540000,D,"Enei 2001, 208",315,10015
10017,6779,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.155225420340001,41.961136605599997,A,0.069319927780000,D,"Enei 2001, 209",317,10016
10018,6779,Quarto del Cecio,settlement,Republican Period,-300,-200,12.155225420340001,41.961136605599997,A,0.069319927780000,D,"Enei 2001, 209",317,10017
10019,6780,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.155071812079999,41.960267075659999,A,0.081260537390000,D,"Enei 2001, 209",318,10018
